include	status	name	cat	variants	flags	replaces	near	source_title	url
y	new	British Army 0000s Desert DPM Combat Poly-Cotton Jacket	Jackets / Shirts	1	date-unknown			British Army Desert DPM Camouflage Combat Jacket / Shirt - Large 190/112	https://lambrino.co.uk/products/british-army-desert-dpm-camouflage-1980s-combat-jacket-shirt
y	new	British Army 0000s Desert DPM DDPM UBACS Combat Shirt	Jackets / Shirts	2	date-unknown			British Army Desert DPM Camouflage DDPM UBACS Combat Shirt - Large	https://lambrino.co.uk/products/british-army-desert-dpm-camouflage-ddpm-ubacs-combat-shirt-large
y	new	British Army 0000s Desert DPM DDPM UBACS Padded Combat Shirt	Jackets / Shirts	5	date-unknown			British Army Desert DPM Camouflage DDPM UBACS Padded Combat Shirt - Medium	https://lambrino.co.uk/products/british-army-desert-dpm-camouflage-ddpm-ubacs-padded-combat-shirt-medium-1
y	new	British Army 0000s Duke of Lancaster's Regiment No.2 FAD Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No.2 FAD Dress Jacket - Duke of Lancaster's Regiment	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-duke-of-lancasters-regiment
y	new	British Army 0000s Duke of Lancaster's Regiment No.6 Tropical Dress Cotton Jacket	Jackets / Shirts	1	date-unknown			British Army No. 6 Tropical Dress Jacket - Duke of Lancaster's Regiment - Medium 170/96	https://lambrino.co.uk/products/british-army-no-6-tropical-dress-jacket-duke-of-lancasters-regiment-1
y	new	British Army 0000s Duke of Lancaster's Regiment No.6 Tropical Dress Viscose Jacket	Jackets / Shirts	1	date-unknown			British Army No. 6 Tropical Dress Jacket - Duke of Lancaster's Regiment - Medium 164/94	https://lambrino.co.uk/products/british-army-no-6-tropical-dress-jacket-duke-of-lancasters-regiment
y	new	British Army 0000s Duke of Lancaster's Regiment Old No.2 Olive Green Dress Jacket	Jackets / Shirts	2	date-unknown			British Army Old Pattern No. 2 Olive Green Dress Jacket - Duke of Lancaster's Regiment - Small 176/88	https://lambrino.co.uk/products/british-army-old-pattern-no-2-olive-green-dress-jacket-duke-of-lancasters-regiment
y	new	British Army 0000s Edinburgh University Officer's Training Corps Women's No.2 Olive Green Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Women's No. 2 Olive Green Dress Jacket - Edinburgh University Officer's Training Corps - Medium 178/100	https://lambrino.co.uk/products/british-army-womens-no-2-olive-green-dress-jacket
y	new	British Army 0000s Extreme Cold Weather Liner Smock	Jackets / Shirts	6	date-unknown			British Army Extreme Cold Weather Smock Jacket Liner - Large 170/112	https://lambrino.co.uk/products/british-army-extreme-cold-weather-smock-jacket-liner-4
y	new	British Army 0000s Fawn All Ranks Long Sleeve Shirt	Jackets / Shirts	1	date-unknown			British Army Fawn All Ranks Long Sleeve Shirt	https://lambrino.co.uk/products/british-army-fawn-all-ranks-long-sleeve-shirt
y	new	British Army 0000s Fawn All Ranks Short Sleeve Shirt	Jackets / Shirts	1	date-unknown			British Army Fawn All Ranks Short Sleeve Shirt	https://lambrino.co.uk/products/british-army-fawn-all-ranks-short-sleeve-shirt
y	new	British Army 0000s Fawn Cotton Long Sleeve Shirt	Jackets / Shirts	1	date-unknown			British Army Mens Fawn Cotton Shirt Long Sleeve - Large C42	https://lambrino.co.uk/products/british-army-mens-fawn-cotton-shirt-long-sleeve
y	new	British Army 0000s Fawn Long Sleeve Cotton Shirt	Jackets / Shirts	1	date-unknown			British Army Womens Fawn Shirt Long Sleeve - Small 88cm	https://lambrino.co.uk/products/british-army-womens-fawn-shirt-long-sleeve
y	new	British Army 0000s Fawn Long Sleeve Polyester Shirt	Jackets / Shirts	5	date-unknown			British Army Mens Fawn Shirt Long Sleeve - X Large C43	https://lambrino.co.uk/products/british-army-mens-fawn-shirt-long-sleeve-2
y	new	British Army 0000s Fawn Pure Cotton Long Sleeve Shirt	Jackets / Shirts	1	date-unknown			British Army Mens Fawn Shirt Pure Cotton Long Sleeve - Large C42	https://lambrino.co.uk/products/british-army-mens-fawn-shirt-pure-cotton-long-sleeve
y	new	British Army 0000s Fawn Short Sleeve Shirt	Jackets / Shirts	13	date-unknown			British Army Mens Fawn Shirt Short Sleeve - Large 40C	https://lambrino.co.uk/products/british-army-mens-fawn-shirt-short-sleeve-11
y	new	British Army 0000s Footguards Wool Greatcoat	Jackets / Shirts	5	date-unknown			British Army Footguards Wool Greatcoat - Medium	https://lambrino.co.uk/products/british-army-footguards-wool-greatcoat-6
y	new	British Army 0000s Forces Stone All Ranks Short Sleeve Shirt	Jackets / Shirts	1	date-unknown			British Army / Forces Stone All Ranks Short Sleeve Shirt	https://lambrino.co.uk/products/british-army-forces-stone-all-ranks-short-sleeve-shirt
y	new	British Army 0000s Green All Ranks Long Sleeve Shirt	Jackets / Shirts	1	date-unknown			British Army Green All Ranks Long Sleeve Shirt	https://lambrino.co.uk/products/british-army-green-all-ranks-long-sleeve-shirt
y	new	British Army 0000s Green Thermal Fleece	Jackets / Shirts	2	date-unknown			British Army Green Thermal Fleece - Small 170/88	https://lambrino.co.uk/products/british-army-green-thermal-fleece-1
y	new	British Army 0000s Grenadier Guards Footguard's R F Jacket	Jackets / Shirts	4	date-unknown			British Army Footguard's Jacket R & F - Grenadier Guards - Medium	https://lambrino.co.uk/products/british-army-footguards-jacket-r-f-grenadier-guards-3
y	new	British Army 0000s Grenadier Guards Footguards Wool Greatcoat	Jackets / Shirts	6	date-unknown			British Army Footguards Wool Greatcoat - Grenadier Guards - Medium	https://lambrino.co.uk/products/british-army-footguards-wool-greatcoat-grenadier-guards-4
y	new	British Army 0000s Grenadier Guards No.2 FAD Dress Jacket	Jackets / Shirts	2	date-unknown			British Army No. 2 FAD Dress Jacket - Grenadier Guards - Medium 176/104	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-grenadier-guards-1
y	new	British Army 0000s Grenadier Guards No.6 Tropical Dress with Jacket	Jackets / Shirts	1	date-unknown			British Army No. 6 Tropical Dress Jacket w/ Belt - Grenadier Guards - Large 182/104	https://lambrino.co.uk/products/british-army-no-6-tropical-dress-jacket-grenadier-guards
y	new	British Army 0000s Grenadier Guards Officer's Double Breasted Wool Greatcoat	Jackets / Shirts	1	date-unknown			British Army Officer's Double Breasted Wool Greatcoat - Grenadier Guards - Medium	https://lambrino.co.uk/products/british-army-officers-double-breasted-wool-greatcoat-grenadier-guards
y	new	British Army 0000s Gurkha Rifles Old No.2 Olive Green Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Old Pattern No. 2 Olive Green Dress Jacket - Gurkha Rifles - Medium 176/100	https://lambrino.co.uk/products/british-army-old-pattern-no-2-olive-green-dress-jacket-gurkha-rifles
y	new	British Army 0000s Gurkha Staff Personnel Support No.2 FAD Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No. 2 FAD Dress Jacket - Gurkha Staff & Personnel Support - Small 164/88	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-27
y	new	British Army 0000s Height White Snow Cover Smock	Jackets / Shirts	2	date-unknown			British Army White Snow Camouflage Smock Cover - Height 180cm	https://lambrino.co.uk/products/british-army-white-snow-camouflage-smock-cover-2
y	new	British Army 0000s Honourable Artillery Company Bandmans' Rain Cloak Jacket	Jackets / Shirts	3	date-unknown,type-from-product-type			British Army Bandmans' Rain Cloak - Honourable Artillery Company - Large	https://lambrino.co.uk/products/british-army-bandmans-rain-cloak-honourable-artillery-company-2
y	new	British Army 0000s Household Cavalry Horse Guards Blues Royals Cloak Jacket	Jackets / Shirts	1	date-unknown,type-from-product-type			British Army Household Cavalry / Horse Guards Blues & Royals Cloak - Large / X Large	https://lambrino.co.uk/products/british-army-household-cavalry-life-guards-cloak
y	new	British Army 0000s Household Cavalry Life Guards Scarlet Red Cloak Jacket	Jackets / Shirts	2	date-unknown,type-from-product-type			British Army Household Cavalry / Life Guards Scarlet Red Cloak - Large	https://lambrino.co.uk/products/british-army-household-cavalry-life-guards-scarlet-red-cloak-1
y	new	British Army 0000s Household Cavalry Mounted Band Winter State Riding Cloak Jacket	Jackets / Shirts	1	date-unknown,type-from-product-type			British Army Household Cavalry Mounted Band Winter State Riding Cloak - Large / X Large	https://lambrino.co.uk/products/british-army-household-cavalry-life-guards-winter-burgundy-riding-cloak
y	new	British Army 0000s Indian Medical Service 20s Interwar Mess Dress Jacket	Jackets / Shirts	1	date-unknown			British Army 20s Interwar Mess Dress Jacket - Indian Medical Service - Medium	https://lambrino.co.uk/products/british-army-20s-interwar-mess-dress-jacket-indian-medical-service
y	new	British Army 0000s Intelligence Corps No.2 FAD Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No. 2 FAD Dress Jacket - Intelligence Corps - Medium 176/104	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-intelligence-corps
y	new	British Army 0000s Intelligence Corps Women's No.2 Olive Green Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Women's No. 2 Olive Green Dress Jacket - Intelligence Corps - Small 162/84	https://lambrino.co.uk/products/british-army-womens-no-2-olive-green-dress-jacket-intelligence-corps
y	new	British Army 0000s Irish Guard's Footguards' Rain Cloak Jacket	Jackets / Shirts	1	date-unknown,type-from-product-type			British Army Irish Guard's Footguards' Rain Cloak - Large	https://lambrino.co.uk/products/british-army-irish-guards-footguards-rain-cloak
y	new	British Army 0000s Irish Guards 1951 Dismounted Greatcoat	Jackets / Shirts	1	date-unknown			British Army 1951 Pattern Dismounted Greatcoat - Irish Guards - Large SIZE 11	https://lambrino.co.uk/products/british-army-1951-pattern-dismounted-greatcoat-irish-guards
y	new	British Army 0000s Irish Guards Footguards Wool Greatcoat	Jackets / Shirts	9	date-unknown			British Army Footguards Wool Greatcoat - Irish Guards - Medium	https://lambrino.co.uk/products/british-army-footguards-wool-greatcoat-irish-guards-8
y	new	British Army 0000s Irish Guards No.2 FAD Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No. 2 FAD Dress Jacket - Irish Guards - Medium 164/92	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-irish-guards
y	new	British Army 0000s Irish Guards No.2 FAD Dress with Jacket	Jackets / Shirts	1	date-unknown			British Army No. 2 FAD Dress Jacket w/ Belt - Irish Guards - Medium 170/88	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-irish-guards-1
y	new	British Army 0000s Khaki Long Sleeve Shirt	Jackets / Shirts	1	date-unknown			British Army Khaki Long Sleeve Shirt	https://lambrino.co.uk/products/british-army-khaki-long-sleeve-shirt
y	new	British Army 0000s LANCS No.1 Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No. 1 Dress Jacket - LANCS - Large 182/112	https://lambrino.co.uk/products/british-army-no-1-dress-jacket-w-belt-lancs
y	new	British Army 0000s Light Infantry No.2 Khaki Green Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No. 2 Khaki Green Dress Jacket - Light Infantry - Small 182/88	https://lambrino.co.uk/products/british-army-no-2-khaki-green-dress-jacket-light-infantry
y	new	British Army 0000s Light Infantry No.6 Tropical Dress Jacket	Jackets / Shirts	2	date-unknown			British Army No. 6 Tropical Dress Jacket - Light Infantry - Medium 176/100	https://lambrino.co.uk/products/british-army-no-6-tropical-dress-jacket-light-infantry
y	new	British Army 0000s MVP Foul Weather Combat Jacket	Jackets / Shirts	1	date-unknown,fabric-unknown			British Army MVP Foul Weather Combat Jacket - Large 190/112	https://lambrino.co.uk/products/british-army-mvp-foul-weather-combat-jacket
y	new	British Army 0000s MVP Green Cavalry Riding Cloak Coat	Jackets / Shirts	2	date-unknown,fabric-unknown			British Army MVP Green Cavalry Riding Cloak Coat - XX Large 190/130	https://lambrino.co.uk/products/british-army-mvp-green-cavalry-riding-cloak-coat
y	new	British Army 0000s Malaysian M70 Brushstroke Jacket	Jackets / Shirts	1	date-unknown,fabric-unknown			Malaysian Army M70 Brushstroke Camouflage Jacket - Medium	https://lambrino.co.uk/products/malaysian-army-m70-brushstroke-camouflage-jacket
y	new	British Army 0000s Man's Fawn Long Sleeve Cotton Shirt	Jackets / Shirts	1	date-unknown			British Army Man's Fawn Shirt Long Sleeve - Large	https://lambrino.co.uk/products/british-army-mans-fawn-shirt-long-sleeve
y	new	British Army 0000s Man's Fawn Long Sleeve Poly-Cotton Shirt	Jackets / Shirts	2	date-unknown			British Army Man's Fawn Shirt Long Sleeve - Small	https://lambrino.co.uk/products/british-army-mans-fawn-shirt-long-sleeve-2
y	new	British Army 0000s Medical Corps 1980 No.2 Olive Green Dress Jacket	Jackets / Shirts	1	date-unknown			British Army 1980 Pattern No. 2 Olive Green Dress Jacket - Medical Corps - Medium 176/96	https://lambrino.co.uk/products/british-army-1980-pattern-no-2-olive-green-dress-jacket-medical-corps
y	new	British Army 0000s Medical Corps 1980 Women's No.2 Olive Green Dress Jacket	Jackets / Shirts	2	date-unknown			British Army 1980 Pattern Women's No. 2 Olive Green Dress Jacket - Medical Corps - Small 154/92	https://lambrino.co.uk/products/british-army-1980-pattern-womens-no-2-olive-green-dress-jacket-medical-corps
y	new	British Army 0000s Medical Corps No.2 Dress Moss Bros Jacket	Jackets / Shirts	1	date-unknown			British Army No. 2 Dress Jacket Moss Bros - Medical Corps - Medium	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-medical-corps-6
y	new	British Army 0000s Medical Corps No.2 FAD Dress Jacket	Jackets / Shirts	7	date-unknown			British Army No.2 FAD Dress Jacket - Medical Corps - Large 188/108	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-medical-corps-7
y	new	British Army 0000s Medical Corps No.2 Khaki Green Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No. 2 Khaki Green Dress Jacket - Medical Corps - Medium	https://lambrino.co.uk/products/british-army-no-2-khaki-green-dress-jacket-medical-corps
y	new	British Army 0000s Medical Corps Women's No.2 FAD Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Women's No 2 FAD Dress Jacket - Medical Corps - X Small 154/92	https://lambrino.co.uk/products/british-army-womens-no-2-fad-dress-jacket-medical-corps
y	new	British Army 0000s Men's White Nursing Staff Jacket	Jackets / Shirts	1	date-unknown			British Army Men's White Nursing Staff Jacket	https://lambrino.co.uk/products/british-army-nursing-jacket
y	new	British Army 0000s Mercian Regiment No.1 Dress Jacket	Jackets / Shirts	4	date-unknown			British Army No. 1 Dress Jacket - Mercian Regiment - Large 194/108	https://lambrino.co.uk/products/british-army-no-1-dress-jacket-royal-mercian-regiment
y	new	British Army 0000s Mercian Regiment No.2 FAD Dress Jacket	Jackets / Shirts	2	date-unknown			British Army No. 2 FAD Dress Jacket - Mercian Regiment - Small 182/88	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-mercian-regiment
y	new	British Army 0000s Mess Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Mess Dress Jacket - Small	https://lambrino.co.uk/products/british-army-mess-dress-jacket
y	new	British Army 0000s Musician's Blue Performance Jacket	Jackets / Shirts	1	date-unknown			British Army Musician's Blue Performance Jacket - Medium	https://lambrino.co.uk/products/british-army-musicians-blue-performance-jacket
y	new	British Army 0000s Musician's Burgundy Performance Jacket	Jackets / Shirts	4	date-unknown			British Army Musician's Burgundy Performance Jacket - XX Large	https://lambrino.co.uk/products/british-army-musicians-burgundy-performance-jacket-1
y	new	British Army 0000s NBC Olive Green Smock	Jackets / Shirts	1	date-unknown			British Army NBC Smock Olive Green - Medium Large	https://lambrino.co.uk/products/british-army-nbc-smock-olive-green
y	new	British Army 0000s No.1 Dress Jacket	Jackets / Shirts	8	date-unknown			British Army No. 1 Dress Jacket - Large	https://lambrino.co.uk/products/british-army-no-1-dress-jacket-13
y	new	British Army 0000s No.2 Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No. 2 Dress Jacket - Large 180/112	https://lambrino.co.uk/products/british-army-no-2-dress-jacket-1
y	new	British Army 0000s No.2 FAD Dress Jacket	Jackets / Shirts	24	date-unknown			British Army No. 2 FAD Dress Jacket - Large 188/108	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-royal-engineers-9
y	new	British Army 0000s No.2 FAD Dress with Scarlet Piping Jacket	Jackets / Shirts	1	date-unknown			British Army No.2 FAD Dress Jacket w/ Scarlet Piping - Small 164/96	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-w-scarlet-piping
y	new	British Army 0000s No.6 Tropical Dress Polyester Jacket	Jackets / Shirts	1	date-unknown			British Army No. 6 Tropical Dress Jacket - Medium 170/92	https://lambrino.co.uk/products/british-army-no-6-tropical-dress-jacket
y	new	British Army 0000s No.6 Tropical Dress Wool Jacket	Jackets / Shirts	1	date-unknown			British Army No. 6 Tropical Dress Jacket - Large 176/112	https://lambrino.co.uk/products/british-army-no-6-tropical-dress-jacket-5
y	new	British Army 0000s Officer's Double Breasted Wool Greatcoat	Jackets / Shirts	1	date-unknown			British Army Officer's Double Breasted Wool Greatcoat - Medium	https://lambrino.co.uk/products/british-army-officers-double-breasted-wool-greatcoat
y	new	British Army 0000s Officer's Frockcoat Footguards Black Jacket	Jackets / Shirts	1	date-unknown,type-from-product-type			British Army Officer's Frockcoat Footguards Black - Medium	https://lambrino.co.uk/products/british-army-officers-frockcoat-footguards-black
y	new	British Army 0000s Officer's Tropical Royal Chaplains' Department Jacket	Jackets / Shirts	1	date-unknown			British Army Officer's Tropical Jacket -Royal Army Chaplains' Department - Small	https://lambrino.co.uk/products/british-army-officers-kd-dress-jacket
y	new	British Army 0000s Old 1980 No.2 Olive Green Dress Jacket	Jackets / Shirts	4	date-unknown			British Army Old 1980 Pattern No. 2 Olive Green Dress Jacket - Large 188/112	https://lambrino.co.uk/products/british-army-old-1980-pattern-no-2-olive-green-dress-jacket-2
y	new	British Army 0000s Old No.2 Khaki Green Dress Jacket	Jackets / Shirts	9	date-unknown			British Army Old Pattern No. 2 Khaki Green Dress Jacket - Large 180/104	https://lambrino.co.uk/products/british-army-old-pattern-no-2-khaki-green-dress-jacket-8
y	new	British Army 0000s Old Scottish No.2 Khaki Green Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Old Pattern Scottish No. 2 Khaki Green Dress Jacket - Medium 182/96	https://lambrino.co.uk/products/british-army-old-pattern-scottish-no-2-khaki-green-dress-jacket
y	new	British Army 0000s Olive Green Cotton Long Sleeve Shirt	Jackets / Shirts	11	date-unknown			British Army Mens Olive Green Cotton Shirt Long Sleeve - X Large C47/48	https://lambrino.co.uk/products/british-army-mens-olive-green-cotton-shirt-long-sleeve-10
y	new	British Army 0000s Olive Green Cotton Short Sleeve Shirt	Jackets / Shirts	4	date-unknown			British Army Mens Olive Green Cotton Shirt Short Sleeve - Large C41/43	https://lambrino.co.uk/products/british-army-mens-olive-green-cotton-shirt-short-sleeve-2
y	new	British Army 0000s Olive Green Jumper	Jackets / Shirts	29	date-unknown			British Army Olive Green Pullover Jumper - Small 82cm	https://lambrino.co.uk/products/british-army-olive-green-pullover-jumper-12
y	new	British Army 0000s Olive Green Short Sleeve Shirt	Jackets / Shirts	1	date-unknown			British Army Mens Olive Green Shirt Short Sleeve - Medium C38/40	https://lambrino.co.uk/products/british-army-mens-olive-green-shirt-short-sleeve
y	new	British Army 0000s Olive Green Wool Long Sleeve Shirt	Jackets / Shirts	3	date-unknown			British Army Mens Olive Green Wool Shirt Long Sleeve - Medium SIZE 2	https://lambrino.co.uk/products/british-army-mens-olive-green-wool-shirt-long-sleeve-medium-size-2
y	new	British Army 0000s Olive OG Utility Jumper	Jackets / Shirts	7	date-unknown			British Army Olive OG Utility Jersey Pullover Jumper - Medium 94cm	https://lambrino.co.uk/products/british-army-olive-og-utility-jersey-pullover-jumper-medium-94cm-3
y	new	British Army 0000s Olive OG Utility with Lance Corporal Patch Jumper	Jackets / Shirts	1	date-unknown			British Army Olive OG Utility Jersey Pullover Jumper w/ Lance Corporal Patch - Large 106cm	https://lambrino.co.uk/products/british-army-olive-og-utility-jersey-pullover-jumper-w-lance-corporal-patch
y	new	British Army 0000s Olive OG Utility with RLC Pips Jumper	Jackets / Shirts	1	date-unknown			British Army Olive OG Utility Jersey Pullover Jumper w/ RLC Pips - X Small 74cm	https://lambrino.co.uk/products/british-army-genuine-wool-olive-og-utility-jersey-pullover-jumper-w-insignia
y	new	British Army 0000s Olive OG Utility with Sergeant Patch Jumper	Jackets / Shirts	1	date-unknown			British Army Olive OG Utility Jersey Pullover Jumper w/ Sergeant Patch - Large	https://lambrino.co.uk/products/british-army-olive-og-utility-jersey-pullover-jumper-w-sergeant-patch
y	new	British Army 0000s Olive V Neck Jumper	Jackets / Shirts	1	date-unknown			British Army Olive V Neck Pullover Jumper - Medium 100cm	https://lambrino.co.uk/products/british-army-olive-v-neck-pullover-jumper
y	new	British Army 0000s P84 DPM NBC NBCP Mk III Protective Suit Smock	Jackets / Shirts	1	date-unknown			British Army P84 DPM Camo NBC NBCP Mk III Protective Suit Smock - Medium / Large	https://lambrino.co.uk/products/british-army-p84-dpm-camo-nbc-nbcp-mk-iii-protective-suit-smock
y	new	British Army 0000s PT Windbreaker Jacket	Jackets / Shirts	2	date-unknown			British Army PT Windbreaker Jacket - Medium	https://lambrino.co.uk/products/british-army-pt-windbreaker-jacket-1
y	new	British Army 0000s PTI Grey Cotton Sweatshirt	Jackets / Shirts	3	date-unknown			British Army PTI Grey Sweatshirt Jumper - Medium	https://lambrino.co.uk/products/british-army-pti-grey-sweatshirt-jumper-medium
y	new	British Army 0000s PTI Grey Polyester Sweatshirt	Jackets / Shirts	3	date-unknown			British Army PTI Grey Sweatshirt Jumper - Large	https://lambrino.co.uk/products/british-army-pti-grey-sweatshirt-jumper-3
y	new	British Army 0000s PTI Track Jacket	Jackets / Shirts	17	date-unknown			British Army PTI Track Jacket - Medium 170/100	https://lambrino.co.uk/products/british-army-pti-track-jacket-medium-170-102
y	new	British Army 0000s PWRR No.1 Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No. 1 Dress Jacket - PWRR - Medium 182/92	https://lambrino.co.uk/products/british-army-no-1-dress-jacket-pwrr
y	new	British Army 0000s PWRR No.6 Tropical Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No. 6 Tropical Dress Jacket - PWRR - Medium 182/100	https://lambrino.co.uk/products/british-army-no-6-tropical-dress-jacket-pwrr
y	new	British Army 0000s PWRR Old No.2 Olive Brown Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Old Pattern No. 2 Olive Brown Dress Jacket - PWRR - Large	https://lambrino.co.uk/products/british-army-old-pattern-no-2-olive-green-dress-jacket-pwrr
y	new	British Army 0000s Parachute Regiment No.2 FAD Dress Jacket	Jackets / Shirts	16	date-unknown			British Army No. 2 FAD Dress Jacket - Parachute Regiment - Medium 182/100	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-parachute-regiment-14
y	new	British Army 0000s Parachute Regiment Old No.2 Khaki Green Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Old Pattern No. 2 Khaki Green Dress Jacket - Parachute Regiment - Large 176/112	https://lambrino.co.uk/products/british-army-old-pattern-no-2-khaki-green-dress-jacket-parachute-regiment
y	new	British Army 0000s Physical Training Corps No.2 FAD Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No.2 FAD Dress Jacket - Physical Training Corps - Medium 164/100	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-20
y	new	British Army 0000s Portsmouth Citadel Salvation Women's Ceremonial Dress Jacket	Jackets / Shirts	1	date-unknown			British Salvation Army Women's Ceremonial Dress Jacket - Portsmouth Citadel - Medium	https://lambrino.co.uk/products/british-salvation-army-womens-ceremonial-dress-jacket
y	new	British Army 0000s QARANC 1980 No.2 Olive Green Dress Jacket	Jackets / Shirts	1	date-unknown			British Army 1980 Pattern No. 2 Olive Green Dress Jacket - QARANC - Medium 176/100	https://lambrino.co.uk/products/british-army-1980-pattern-no-2-olive-green-dress-jacket-qaranc
y	new	British Army 0000s QARANC Mess Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Mess Dress Jacket - QARANC - Medium	https://lambrino.co.uk/products/british-army-mess-dress-jacket-qaranc
y	new	British Army 0000s QARANC No.2 FAD Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No. 2 FAD Dress Jacket - QARANC - Medium 188/96	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-qaranc
y	new	British Army 0000s QARANC Regiment No.2 FAD Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No.2 FAD Dress Jacket - QARANC Regiment - Medium 182/108	https://lambrino.co.uk/products/british-army-no-2-fad-dress-jacket-rifles-regiment-6
y	new	British Army 0000s QARANC Women's Grey Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Women's Grey Dress Jacket - QARANC - Medium 170/104	https://lambrino.co.uk/products/british-army-womens-no-2-grey-dress-jacket-qaranc
y	new	British Army 0000s QARANC Women's No.2 FAD Dress Jacket	Jackets / Shirts	5	date-unknown			British Army Women's No 2 FAD Dress Jacket - QARANC - Small 170/88	https://lambrino.co.uk/products/british-army-womens-no-2-fad-dress-jacket-qaranc-3
y	new	British Army 0000s QARANC Women's No.2 Olive Green Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Women's No. 2 Olive Green Dress Jacket - QARANC - Small	https://lambrino.co.uk/products/british-army-womens-no-2-olive-green-dress-jacket-qaranc
y	new	British Army 0000s Queen's Division Minden Band Red Tunic	Jackets / Shirts	21	date-unknown			British Army Red Tunic Jacket - Queen's Division Minden Band - Small	https://lambrino.co.uk/products/british-army-red-tunic-jacket-queens-division-minden-band-13
y	new	British Army 0000s Queen's Division Normandy Band Red Tunic	Jackets / Shirts	2	date-unknown			British Army Red Tunic Jacket - Queen's Division Normandy Band - Medium	https://lambrino.co.uk/products/british-army-red-tunic-jacket-queens-division-normandy-band
y	new	British Army 0000s Queen's Gurkha Rifles No.6 Tropical Dress Jacket	Jackets / Shirts	2	date-unknown			British Army No. 6 Tropical Dress Jacket - Queen's Gurkha Rifles - Medium 170/96	https://lambrino.co.uk/products/british-army-no-6-tropical-dress-jacket-queens-gurkha-rifles
y	new	British Army 0000s Queen's Gurkha Signals Old No.2 Olive Green Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Old Pattern No. 2 Olive Green Dress Jacket - Queen's Gurkha Signals - Medium 170/104	https://lambrino.co.uk/products/british-army-old-pattern-no-2-olive-green-dress-jacket-queens-gurkha-signals
y	new	British Army 0000s Queen's Own Highlanders No.2 Dress Khaki 1962 Scottish Jacket	Jackets / Shirts	1	date-unknown			British Army No. 2 Dress Jacket Khaki 1962 Pattern Scottish - Queen's Own Highlanders - Medium SIZE 30	https://lambrino.co.uk/products/british-army-no-2-dress-jacket-khaki-1962-pattern-scottish-queens-own-highlanders
y	new	British Army 0000s Queen's Own Highlanders No.2 Dress Khaki Green Scottish Jacket	Jackets / Shirts	1	date-unknown			British Army No. 2 Dress Jacket Khaki Green Scottish Pattern - Queen's Own Highlanders - Medium 176/96	https://lambrino.co.uk/products/british-army-no-2-dress-jacket-khaki-green-scottish-pattern-queens-own-highlanders
y	new	British Army 0000s Queen's Regiment Mess Dress Jacket	Jackets / Shirts	1	date-unknown			British Army Mess Dress Jacket - Queen's Regiment - Medium	https://lambrino.co.uk/products/british-army-mess-dress-jacket-queens-regiment
y	new	British Army 0000s Queen's Royal Gurkha Engineers No.1 Dress Jacket	Jackets / Shirts	1	date-unknown			British Army No. 1 Dress Jacket - Queen's Royal Gurkha Engineers - Medium 170/104	https://lambrino.co.uk/products/british-army-no-1-dress-jacket-queens-royal-gurkha-engineers
y	new	British Army 0000s RADC 1980 No.2 Olive Green Dress Jacket	Jackets / Shirts	2	date-unknown			British Army 1980 Pattern No. 2 Olive Green Dress Jacket - RADC - Large 170/112	https://lambrino.co.uk/products/british-army-1980-pattern-no-2-olive-green-dress-jacket-radc-1
